رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
686976381,ابتسام صفوان عماد المولدي,الاردنية,686976381,ذكر,3.28,الأمن السيبراني,ماجستير (مسار الرسالة),2022/2021,3,8884958136,Topiczoom,,,العام,4071529486
165132660,حاتم مؤيد براء بن عثمان,الاردنية,165132660,ذكر,2.6,علم الحاسوب,بكالوريوس,2022/2021,3,,Viva,,5293 Prairie Rose Trail,الخاص,2763779949
414189545,أوريانا نايف جاد العلايمي,الاردنية,414189545,ذكر,3.0,علم الحاسوب,بكالوريوس,2022/2021,2,4753264126,,2023-09-16,678 Mifflin Park,,3961969477
120780346,سجدة عماد غسان القلال,الاردنية,120780346,ذكر,2.63,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,1,1683252213,Tazz,2024-03-24,1 Waubesa Way,الخاص,1608524911
375980322,حمزة حاتم داود بن عبدالله,الاردنية,375980322,ذكر,3.91,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,3,8886566439,Dabvine,2021-02-28,487 Summer Ridge Road,,
896435054,ماركو ياسين فيصل الأشراف,الاردنية,896435054,انثى,3.94,هندسة البرمجيات,بكالوريوس,2021/2020,2,4155090254,Buzzster,2021-06-16,4 Spenser Plaza,الخاص,6672411093
979864762,معتصم حسام سراج الدين النفير,الاردنية,979864762,ذكر,3.63,الأمن السيبراني,بكالوريوس,2020/2019,3,6711345345,Voolia,2022-03-04,21014 Scott Avenue,,6802156276
668000996,جنة صفوان نبراس الدرقاش,الاردنية,668000996,ذكر,2.99,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2021/2020,2,8988419632,Zava,2021-06-06,1 Rowland Place,الخاص,5614969562
667230438,سامر غسان حمزة جابالله,الاردنية,667230438,ذكر,3.4,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2020/2019,2,3878332098,Brainbox,2024-05-03,9097 Ridgeview Plaza,العام,7608338676
679393328,أسيل إبراهيم زياد الصغير,الاردنية,679393328,انثى,2.96,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,1,4234351958,,2024-04-03,3 Northland Drive,الخاص,1071890752
262468121,جعفر أكرم اصيل عاشور,الاردنية,262468121,انثى,2.98,هندسة البرمجيات,ماجستير (مسار الرسالة),2022/2021,1,7057900383,Edgeify,,354 Bunker Hill Parkway,الخاص,6278069250
175427970,كاميليا سامي ثامر سعيد,الاردنية,175427970,ذكر,1.78,هندسة البرمجيات,ماجستير (مسار الرسالة),2020/2019,1,3718028538,Voonder,2022-01-06,4 Union Way,الخاص,7012471270
477204079,همسة ياسين سعود الحمامي,الاردنية,477204079,انثى,1.99,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,3,1946167077,Thoughtbeat,2022-08-05,508 Golf Terrace,الخاص,4028567200
729820345,عادل محمد طارق السقاط,الاردنية,729820345,ذكر,3.05,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,2,5745942195,Feedbug,,4 Farragut Street,الخاص,4335567210
586687370,إحسان نيار غالب سويس,الاردنية,586687370,ذكر,3.99,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,3,1524930115,,2022-09-18,324 Sycamore Parkway,العام,4294994648
37234979,عمرو خالد راجي بن عبدالله,الاردنية,37234979,انثى,2.72,الأمن السيبراني,بكالوريوس,2024/2023,2,3548911192,Twimbo,2022-08-10,9 Esch Parkway,العام,3657984738
316851826,آسيا معتصم مؤيد الحجيج,الاردنية,316851826,ذكر,3.75,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,2,6402956128,Bluezoom,2021-10-28,5 Service Plaza,,7588656158
34112547,بتلاء إبراهيم آزاد بن عبد الكريم,الاردنية,34112547,ذكر,3.95,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,4803815357,Skaboo,,24574 Moulton Park,العام,8991029475
813911508,شاهين سعيد جاسم بودوارة,الاردنية,813911508,ذكر,3.82,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,2,9222858920,Yata,2023-03-27,80348 Barby Way,الخاص,
951012605,باهي مصعب اسلام المحجوب,الاردنية,951012605,انثى,1.72,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,1,5532295268,Dabtype,2023-12-15,8941 Walton Trail,الخاص,5224075336
688150436,نايف هيثم محمد جراد,الاردنية,688150436,ذكر,2.8,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2023/2022,1,8545405893,Photobug,2021-11-09,205 Lakeland Terrace,الخاص,5204808987
487186790,اياس نيروز سيف الدرقاش,الاردنية,487186790,ذكر,3.89,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2020/2019,2,,,2023-10-06,5365 Pepper Wood Way,العام,6271533923
283097837,معاويه فراس أمير يافع,الاردنية,283097837,انثى,2.71,هندسة البرمجيات,بكالوريوس,2021/2020,3,6172365957,Demivee,2023-12-11,398 Rusk Circle,الخاص,
344718352,دينا تيم عاصم خنفير,الاردنية,344718352,انثى,2.51,الأمن السيبراني,ماجستير (مسار الشامل),2023/2022,2,6429820394,Realmix,,917 Carpenter Lane,,
729940532,جعفر لامي ميرزا الكافي,الاردنية,729940532,انثى,3.04,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,1,3247963880,Myworks,,62 Gulseth Hill,الخاص,
187018447,وصفيه تامر راشد الحجيج,الاردنية,187018447,ذكر,3.53,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,8778795673,Quimba,,6578 Hermina Point,الخاص,8913381195
659568219,سفيان بسّام داني المنيف,الاردنية,659568219,ذكر,3.96,هندسة البرمجيات,ماجستير (مسار الشامل),2023/2022,2,9752467213,Aimbu,,5114 International Hill,,9427967178
611838633,أسامة ساهر لامي شنيق,الاردنية,611838633,انثى,2.51,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2020/2019,1,3099012383,Muxo,2022-06-27,7810 Glendale Center,الخاص,5628393164
748526922,أبرار بلال جاسر بن حمودة,الاردنية,748526922,ذكر,2.19,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,1,8944372885,Innojam,2024-09-20,15 Butternut Park,الخاص,9845772275
212163984,أيهم ادم مسعد العلاني,الاردنية,212163984,انثى,3.48,علم الحاسوب,بكالوريوس,2024/2023,2,,Mydo,2022-07-23,60 Scott Center,العام,4336902156
940455584,بسام جسور مصطفي الغربي,الاردنية,940455584,ذكر,3.01,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,3,9084057923,Youtags,2022-04-25,902 Beilfuss Hill,العام,9274778775
39108778,بنان خالد بدر يافع,الاردنية,39108778,انثى,3.45,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,3,2033603816,Tagchat,,86679 Hauk Terrace,العام,6945276029
628652685,إيناس جمال مهند المحجوب,الاردنية,628652685,ذكر,2.08,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,1,,Skimia,,,,8603519239
13998310,أصالة محمد سعود العواني,الاردنية,13998310,انثى,1.66,الأمن السيبراني,ماجستير (مسار الشامل),2020/2019,3,5226843476,Pixonyx,2024-02-08,,الخاص,8498462795
737237091,أماني أسامة عتيق العواني,الاردنية,737237091,ذكر,3.92,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,2498049474,Wikido,2021-03-24,0 Ridge Oak Lane,العام,1278764718
365650129,آسيا أوس معتصم خنفير,الاردنية,365650129,ذكر,2.46,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,,Quaxo,2021-11-25,,الخاص,
438010637,أدريس ريان ثامر لخشين,الاردنية,438010637,ذكر,2.41,الأمن السيبراني,ماجستير (مسار الشامل),2022/2021,1,1561047778,Skidoo,2022-03-22,07120 Twin Pines Plaza,الخاص,
713034360,تسنيم ساري سهيل المولدي,الاردنية,713034360,انثى,2.37,نظم المعلومات الحاسوبية,بكالوريوس,2024/2023,2,7155395602,Quinu,,03826 Katie Circle,العام,5774639521
523034508,مروان نادر جاد يافع,الاردنية,523034508,انثى,2.42,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2024/2023,2,6153860974,Gabvine,2023-04-12,4 Algoma Point,الخاص,5454998664
353807409,حسام أوس فيصل بوهاها,الاردنية,353807409,ذكر,2.54,علم الحاسوب,ماجستير (مسار الرسالة),2023/2022,2,,Dynava,2023-09-19,5 Scofield Point,,3251333608
612805657,حسام وائل جاسر الع لويني,الاردنية,612805657,ذكر,2.79,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,2,3955098796,Meevee,2022-08-09,838 Kenwood Street,العام,3677605307
535014644,ابتهال شاهين نبراس الدرقاش,الاردنية,535014644,انثى,2.43,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,1,,Shuffletag,,26 Mallory Parkway,العام,1595672127
596552258,داليدا كنان صهيب الحجيج,الاردنية,596552258,انثى,2.97,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,5159791890,,2022-06-09,03742 Reinke Way,,7279200374
654902967,أنس روناء باهر زروق,الاردنية,654902967,ذكر,1.88,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,1,7813396174,Mynte,2024-04-17,,الخاص,3677219369
458193164,هيا طاهر أشرف الرقيق,الاردنية,458193164,ذكر,3.08,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,2,1174036673,,2024-07-22,5 Trailsway Hill,العام,
706110240,اسلام داني شادي الصفار,الاردنية,706110240,ذكر,3.33,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,1,5063280598,Quamba,2021-06-19,8965 Lakewood Gardens Alley,الخاص,
559156387,بدر يامن رامز ادريس,الاردنية,559156387,انثى,2.24,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,2682962067,Tazz,2021-07-30,34 Stoughton Lane,,6498641712
537514354,رضوى ثامر إحسان العواني,الاردنية,537514354,انثى,3.85,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,1,2366767853,Eimbee,2022-08-31,89180 Beilfuss Park,الخاص,4524930374
295235726,ليان باهي محمد بن عثمان,الاردنية,295235726,ذكر,3.98,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,7482256358,Wikido,2024-05-17,80996 Alpine Pass,العام,6329757666
733014476,ريلام عماد  شنيق,الاردنية,733014476,ذكر,3.71,هندسة البرمجيات,بكالوريوس,2020/2019,3,4323245763,Riffpath,2023-12-25,0 Morning Road,,9076502134
845819132,لجين بسام مروان المدقي,الاردنية,845819132,ذكر,1.72,علم الحاسوب,ماجستير (مسار الشامل),2020/2019,3,,Wordpedia,,72 Florence Terrace,الخاص,3827535724
795076651,أدريس سعيد نايف الحمامي,الاردنية,795076651,ذكر,2.87,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,2,6774281952,Roombo,2024-06-10,,العام,2566457034
292842682,لينة مصطفي مروان عاشور,الاردنية,292842682,ذكر,2.21,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,2,6785532956,,2022-03-11,30142 Pepper Wood Pass,,9559538128
88071553,ريتال وليد خالد ادريس,الاردنية,88071553,ذكر,1.75,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,1,6208440129,Mita,2021-05-23,4215 Harbort Drive,الخاص,3445715752
807085013,أنغام عادل عزام جاوحدو,الاردنية,807085013,ذكر,2.34,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,1,3612496113,Dynabox,2021-12-24,,,
50049818,وعد جعفر أدريس الحجيج,الاردنية,50049818,ذكر,2.24,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,3776672286,Kayveo,2024-02-16,,العام,2764052861
755109204,طيبه عادل مصطفى الدرقاش,الاردنية,755109204,انثى,1.96,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,1002499775,,2021-01-10,39 New Castle Circle,,7473822633
123881237,راسل ميرزا ادهم شنيق,الاردنية,123881237,ذكر,2.25,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,3,,,2023-11-21,,الخاص,2182475051
606566871,أنوس مصلح اصيل بنسلامة,الاردنية,606566871,انثى,3.24,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,6875476226,Fliptune,,51 Corscot Place,,7358644918
986631986,سفيان غسان مالك الغربي,الاردنية,986631986,انثى,2.31,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,4916559635,Skipfire,2024-03-11,1030 Manufacturers Parkway,العام,4023699474
838300451,ريم كاظم أدريس بن عبد الكريم,الاردنية,838300451,انثى,3.82,هندسة البرمجيات,بكالوريوس,2021/2020,2,,Yakidoo,2021-07-09,85 Arrowood Road,العام,1803904136
345124586,تريهان براء وسيم النجار,الاردنية,345124586,انثى,1.83,علم الحاسوب,ماجستير (مسار الرسالة),2020/2019,1,5336184581,Realblab,2021-09-02,490 Vernon Point,العام,1238924682
303566994,شهد سفيان ميرزا بنسلامة,الاردنية,303566994,ذكر,1.8,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,2,6572976166,Avaveo,2021-11-17,48 Union Center,الخاص,5903707795
965774643,كنان إدريس مازن النخلي,الاردنية,965774643,ذكر,1.88,هندسة البرمجيات,بكالوريوس,2022/2021,1,4503691959,,2023-11-30,7467 Macpherson Circle,,
321339649,آسيا ايتن عماد الشيباني,الاردنية,321339649,ذكر,3.53,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,1,5501877738,Trilith,2024-08-17,17669 Waxwing Street,,9817033616
139188431,ريناد إلياس جاسم عنون,الاردنية,139188431,ذكر,3.51,هندسة البرمجيات,بكالوريوس,2023/2022,2,2699848986,Dynava,,269 Union Hill,,7542703634
876256682,داود شيار فهد النفير,الاردنية,876256682,انثى,3.23,علم الحاسوب,بكالوريوس,2023/2022,1,5729102497,Kwinu,2024-09-08,21 Mcbride Avenue,,1854395089
826922449,ابتهال غسان عادل جاوحدو,الاردنية,826922449,انثى,2.55,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2022/2021,3,1689145266,DabZ,,2467 Pearson Road,العام,5879035057
202612763,رواء باهي سراج الدين الطريقي,الاردنية,202612763,ذكر,2.12,هندسة البرمجيات,بكالوريوس,2021/2020,1,1443454567,,2024-09-21,,العام,1486692125
775895387,براءة زبير إحسان بن عمر,الاردنية,775895387,انثى,3.74,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,1,7956081611,Kimia,2021-10-07,67 Namekagon Lane,العام,3795955242
734905536,روضة مالك أكمل بن عاشور,الاردنية,734905536,ذكر,3.49,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2021/2020,3,2628284089,Vinte,,43 Fair Oaks Hill,الخاص,8471722397
404839110,مصطفى أمير سعيد عنون,الاردنية,404839110,انثى,3.05,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,,Fivebridge,2023-12-24,34306 Wayridge Way,الخاص,
133674331,إبراهيم براء تركي عنون,الاردنية,133674331,انثى,1.98,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,9457671650,Kwilith,2021-01-08,836 Westerfield Park,العام,2496567875
986616838,سجى مجدي سعد ادريس,الاردنية,986616838,ذكر,1.86,الأمن السيبراني,بكالوريوس,2021/2020,2,,Innojam,2023-01-24,8973 Claremont Road,العام,2433089438
827895692,لؤي أيمن باهي عنون,الاردنية,827895692,ذكر,3.79,الأمن السيبراني,بكالوريوس,2021/2020,1,1716246204,Youbridge,2023-12-20,6563 Thompson Point,,8373806054
733232895,أليسا جسور نيار النفطي,الاردنية,733232895,ذكر,1.85,الأمن السيبراني,ماجستير (مسار الشامل),2024/2023,2,2288302747,,,642 Donald Trail,العام,3788053139
614218975,نورين بلال ثامر خنفير,الاردنية,614218975,ذكر,2.09,هندسة البرمجيات,بكالوريوس,2020/2019,2,,Kamba,2021-10-28,24933 East Court,الخاص,4704732772
66212241,اسلام جواد راشد بودوارة,الاردنية,66212241,ذكر,2.67,الأمن السيبراني,بكالوريوس,2021/2020,3,,Browsezoom,2021-06-15,,الخاص,
950296238,تالا ساري سهيل الغربي,الاردنية,950296238,انثى,2.08,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,2,2843322235,Katz,2023-04-25,4603 Gale Circle,الخاص,4345796451
88960036,رسيل حمزة هاشم القلشاني,الاردنية,88960036,انثى,3.71,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,,Babblestorm,2023-08-13,8 Cardinal Pass,,5888641619
693654139,ليندا عماد جاسر لخشين,الاردنية,693654139,ذكر,2.63,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,1,2602414664,,2023-08-18,8925 Bartillon Court,العام,5955156874
39153757,ربى باسم سعيد عنون,الاردنية,39153757,انثى,3.89,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,,Mydo,2022-05-28,304 Mosinee Place,الخاص,1146330219
831206189,شاهين مجدي مجتبى الشريف,الاردنية,831206189,انثى,1.91,الأمن السيبراني,ماجستير (مسار الشامل),2022/2021,3,2587255952,,2021-06-14,8182 Schiller Alley,العام,6198831365
726526481,بَشار عاصم أحمد الشريف,الاردنية,726526481,انثى,1.73,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,3,4664241760,Quatz,2024-06-09,834 Helena Parkway,العام,7754059578
476212051,ابتهال حاتم اسِر هذيل,الاردنية,476212051,انثى,1.85,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,3,7211701428,Devpoint,2021-01-23,45890 Moland Plaza,الخاص,
120867734,جمال اصيل ابراهيم الغربي,الاردنية,120867734,انثى,3.04,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,3,9426098195,Linklinks,2024-09-06,,الخاص,3631850505
175917083,ياسر لؤي جلال بن حمودة,الاردنية,175917083,ذكر,3.78,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,7994084044,,,452 Scoville Plaza,الخاص,5623262243
355718891,ريلام غسان عوض السقا,الاردنية,355718891,ذكر,3.8,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,2,3498842308,Meevee,,71 Mockingbird Court,,7657223728
105947037,ثامر عبد الرؤوف صَفِيُّ بن عبد الكريم,الاردنية,105947037,ذكر,2.84,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,2,,Topiclounge,,52 American Ash Center,العام,1345272089
945991146,جاد هاشم خالد الشيباني,الاردنية,945991146,ذكر,1.96,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,3,,Oba,,68187 Morningstar Court,العام,6859696070
884751355,شيماء اياد داود المولدي,الاردنية,884751355,انثى,2.13,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,9193476991,Wordware,2024-05-11,87846 Wayridge Way,العام,7916540354
244261856,شذى جواد إدريس المدقي,الاردنية,244261856,انثى,1.88,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,3,4648998970,Brightdog,2024-10-26,7734 Butterfield Pass,الخاص,5424734561
303079693,بوران حمزة سفيان خنفير,الاردنية,303079693,ذكر,3.86,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,2,1335209315,,2024-06-18,,,7097653947
573438826,أيمن إلياس أيهم النفطي,الاردنية,573438826,انثى,2.72,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2020/2019,2,5184654164,Buzzbean,,82045 Esker Way,الخاص,7769474402
36512046,رفيف حسام فهد النخلي,الاردنية,36512046,انثى,2.49,هندسة البرمجيات,بكالوريوس,2021/2020,1,,Thoughtblab,2023-08-16,3679 Maryland Lane,الخاص,4002305838
977955785,رواء أحمد ياسين السقاط,الاردنية,977955785,ذكر,1.78,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,1,2551401761,Digitube,,,العام,6379705589
748886515,بسنت أمين هيثم ادريس,الاردنية,748886515,ذكر,3.78,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,2,5641889564,Voonix,2021-05-31,039 Grasskamp Court,الخاص,9245571607
221695653,أصالة اصيل حسان الصغير,الاردنية,221695653,انثى,3.08,الأمن السيبراني,ماجستير (مسار الشامل),2024/2023,1,5774983218,Thoughtstorm,2023-09-05,30928 Dayton Plaza,الخاص,
494424992,أوريانا جواد جسور المولدي,الاردنية,494424992,انثى,2.91,علم الحاسوب,ماجستير (مسار الشامل),2020/2019,3,4257614969,Mydeo,,11827 Coolidge Place,العام,5852737292
960583377,مروان ساهر أشرف بن عبد الكريم,الاردنية,960583377,ذكر,3.87,الأمن السيبراني,بكالوريوس,2024/2023,3,4407697465,Yakitri,2023-09-11,964 Sage Point,,
918463272,أفنان طاهر سعود جابالله,الاردنية,918463272,ذكر,1.71,علم الحاسوب,بكالوريوس,2022/2021,3,4084076821,Kwideo,2022-03-12,3 Hanson Hill,العام,4152191404
163614505,سابين باسم جواد الحجيج,الاردنية,163614505,ذكر,3.32,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,1,,,,07 Old Gate Court,العام,6816957746
286533192,أدريس اصيل حاتم الزوابي,الاردنية,286533192,انثى,2.74,علم الحاسوب,ماجستير (مسار الرسالة),2021/2020,3,3844933232,Skalith,2023-05-14,9719 Surrey Center,العام,2672586978
843381982,هيثم أيهم معتصم بودوارة,الاردنية,843381982,ذكر,2.92,علم الحاسوب,ماجستير (مسار الرسالة),2023/2022,2,1076781945,Photobean,2022-09-28,2572 Montana Terrace,الخاص,3583943765
416683143,ابتسام رامز مهند شقرون,الاردنية,416683143,انثى,3.96,هندسة البرمجيات,ماجستير (مسار الشامل),2022/2021,2,6656561425,,2023-09-02,96 Green Ridge Point,العام,2032547728
915732527,أمير إحسان تركي الخليفي,الاردنية,915732527,انثى,2.07,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2022/2021,3,,,,72 Chinook Circle,العام,7693907800
